TURN	UTTERANCE	DA	EMOTION
Ses01F_script03_2_F012	it's become a habit with you.	o	xxx
Ses02M_impro01_F010	it's standard that you bring a couple of forms of id, i'm sorry.	s	fru
Ses02F_impro08_F022	so, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  so that day, you can have plenty of time to get to your hotel--rest up and then still have a nice afternoon your first afternoon in maui.	s	neu
Ses02F_script03_2_F005	well, what of it?	q	xxx
Ses03F_script01_1_M038	okay. all right, then.	a	fru
Ses01F_script02_1_M008	whose is it?	q	neu
Ses04F_impro07_M080	no, no, no.  you're right though.  i mean, you know, dorms are definitely the way to meet people.  i know that i was in an apartment off campus	ag	neu
Ses02F_impro07_M025	you know is like.	s	xxx
Ses03M_script01_2_M006	now listen kid...	c	fru
Ses02M_impro03_F020	ooh, that would be fun.	o	exc
Ses05F_impro05_M025	well, we're talking about one bag.  you personally made it here, didn't you?	q	neu
Ses01M_script03_1_F040	very much sillier.	o	hap
Ses01F_impro04_F014	yeah.	ag	neu
Ses04M_impro07_M015	and, uh, it's just really exciting.  i you know, i'm - just i want to i want to share this special happy moment with you. it's awesome	o	exc
Ses04F_script02_2_F040	well don't be ridiculous.  don't you know that?  you're the one who probably wishes you were with somebody else	ans	fru
Ses04F_script02_1_M001	actually, i wanted to go a little farther up the coast, get away from the lights and the people, but i was afraid to miss it.  how you doing?	q	xxx
Ses02F_script03_2_M004	you must admit, he was in love with you, wasn't he?	q	xxx
Ses03F_script02_2_F027	no.	ans	sad
Ses01F_impro05_F024	yeah.	ag	ang
Ses04F_impro05_M015	sign away your luggage to the	s	fru
Ses03M_impro05b_M031	some peanuts?  wow.  that helps a lot.	o	ang
Ses01M_script02_1_F012	there is no point.	ans	fru
Ses03M_script01_2_F002	nobody travels seven hundred miles just see.	s	xxx
Ses05M_impro08_M027	all right.  you have a wonderful day.  call us anytime.	s	neu
Ses03M_script03_2_M021	i think that	ag	neu
Ses01M_impro06_F004	you've been taking care of it all?	q	sad
Ses02M_script01_3_M009	i have no imagination.  that's all i know to tell you.	s	xxx
Ses02M_impro05_F012	sometimes it gets stolen, sometimes it gets misplaced on another plane and	ans	neu
Ses03F_script01_1_M017	you know.	ans	neu
Ses01F_script03_2_M031	this is no time of year for tunis.	o	neu
Ses01F_impro03_F024	well so now we're married. we have cat children.	s	hap
Ses05F_impro05_F009	yes, sir, i know what my bag looks like.	ans	fru
Ses02F_script03_1_M001	i wonder.	ans	neu
Ses04M_impro04_F006	well then you're choosing to be unemployed, really.	o	neu
Ses05M_script01_1b_F007	what do you mean dishonest?	q	xxx
Ses05M_impro07_F025	um-	b	neu
Ses01M_script03_1_F022	does the one that's left still laugh?	q	xxx
Ses03M_impro08b_F003	olivia brown.	s	fru
Ses04F_impro05_F010	yeah, well that's got everything i have in it.	ag	ang
Ses05F_impro05_F045	thanks.	g	fru
Ses03M_impro03_M010	barry joe, b.j. [laughter] oh you dirty, dirty girl. you're so dirty.	o	xxx
Ses04F_script03_1_M011	what does it all mean?  that's what i asked myself in my ceaseless quest for ultimate truth.  dear god what does it all mean?	q	xxx
Ses01F_impro05_F011	is this a joke?	q	ang
Ses03M_impro03_F017	you had the mouse?	q	hap
Ses02M_impro05_M014	see where it came from originally. i mean it seems like-	o	fru
Ses01M_impro04_M018	okay. okay no, no, no, no okay no, i need to hear this more. come on, bring it.	c	ang
Ses04F_script02_1_M012	i can't believe i forgot.  i'm like a kid.  it's amazing i got out of the house with my fly zipped.	o	xxx
Ses02M_impro08_F013	oh i can get the form right now? oh, that'll be so much better.  okay.	q	xxx
Ses01F_impro05_M008	uh-huh.	b	neu
Ses04F_impro05_M003	ma'am, first of all i'd like you to calm down.  second of all-	ans	fru
Ses01M_impro02_M010	...we're all shipping out.	s	sad
Ses01M_impro01_F026	why?	q	xxx
Ses02M_script02_2_F022	no.	ans	sad
Ses05F_impro03_M020	am i in it?	q	exc
Ses05F_impro03_M018	downtown, was it beautiful? of course it was beautiful	q	xxx
Ses04M_script01_2_M013	but, kate--	b	fru
Ses01M_script01_1_F027	well, how do you know she's going to marry you?  maybe she feels same way your father does.	q	fru
Ses01M_script03_2_F039	oh you're cruel you're...you're...i hate you, i hate you. go away. you're conceited. you're overbearing. you're utterly impossible.	o	ang
Ses04F_impro03_M005	i'm invited, right.	q	exc
Ses02F_script03_2_F021	they sting.	dag	xxx
Ses04M_script03_2_M005	i knew nothing of the sort.  you took presents from him.	s	fru
Ses01F_impro03_F006	uhuh, uhuh.  he won big and he-and he realized that the only thing that would make it better was me as his bride.	s	hap
Ses05F_impro06_F009	and he could of...  he was pretty awesome	o	sad
Ses03M_script03_2_M000	yes.  the real cause of that rile was peter burden.	s	neu
Ses04F_impro04_M029	well you're going to have to.  you don't really have an option.  what's your problem?	q	fru
Ses05F_script01_3_M006	how did you know?	q	neu
Ses02F_impro03_F030	oh, thank you. [laughter]	g	hap
Ses03F_impro02_F024	but she has you. i mean, that's what you're there for. you're my right-hand man.	o	sad
Ses01M_script01_3_M017	oh annie, why don't you go ahead and give me a kiss, come on just a...	c	xxx
Ses01F_impro02_M010	what am i going to do? huh?	q	sad
Ses03M_script01_3_F007	you saw the way that she acted and then well, i mean, you, you were acting kind of...	s	sad
Ses03M_script03_2_F013	don't be so stupid.	o	xxx
Ses03M_script02_1_F003	it's ours.  mine too.	ans	xxx
Ses04F_script03_2_M000	as a matter of fact, the real cause of that row was peter burden.	s	neu
Ses03M_impro04_MXX0	yeah.	b	-
Ses04M_impro05_M003	lost my luggage. i didn't lose it. no, it's not like i left it somewhere and somebody took it.	s	fru
Ses02M_script02_2_F004	i'm sorry but it's still just fish to me.	ans	xxx
Ses04F_script03_2_M014	really, amanda.	dag	ang
Ses02F_impro04_M009	but you gotta.  otherwise, what is--what's your other option?	q	neu
Ses02F_impro05_M001	okay.  um, well, unfortunately yeah there was a some some problems with the--	ans	neu
Ses04F_impro06_M010	you're okay	q	sad
Ses05M_script03_2_F028	not would you shut up.	ans	ang
Ses04M_script02_2_M001	what i said.	ans	neu
Ses04F_script03_1_F012	who's they?	q	neu
Ses05M_impro01_M002	the wrong form?	q	xxx
Ses05M_script02_2_M022	a vacation?	q	fru
Ses04F_script02_1_F017	yes.	ans	ang
Ses04F_script02_2_F001	it's ridiculous.	o	xxx
Ses05M_script01_2_F006	no.  she's not his girl, joe.  she knows she's not.	o	xxx
Ses05M_script01_1b_M020	she's not larry's girl.	dag	ang
Ses03F_impro03_M010	oh, my god.	b	exc
Ses02F_script02_2_M024	well, what?  you want me to breathe in your ear?	q	fru
Ses03F_impro07_F012	and so, i mean, i got in.	s	hap
Ses03M_script01_2_M003	hey don't look at me like that.  i don't know anymore than you.	c	fru
Ses05F_script02_2_M007	there's nothing to it.  we come down here.  the grunion arrives and they do their little fish thing.  and we say, oh, wow.  look at the little fish.  they go home, we go home.	s	fru
Ses03F_script02_2_M019	right. i got it. of course. listen, do you want to dance?	q	xxx
Ses02F_script01_3_M016	oh god, i kissed you.  i kissed annie.  how long--how long i've been waiting to kiss you.	o	xxx
Ses04F_impro07_M021	no, no.  it's totally cool.  i mean, like, this friend of mine he was he's been undecided now for, like, the past like eleven years of his life.	o	neu
Ses02F_script01_1_F042	all right.  just- just don't go thinkin' that way, you hear me?	q	fru
Ses04F_impro01_M008	there's nothing i can do for you.  do you understand that?  nothing.	ans	ang
Ses01M_script02_1_F023	we didn't see them the year before either.	s	ang
Ses01M_script02_1_M009	oh, well, yeah of course.	ag	neu
Ses05F_impro02_M037	you have to call me all the time whenever you can.  you have to tell me what you're doing and how you're doing.  okay?	q	xxx
Ses02F_script03_2_F025	you're quite insufferable	o	ang
Ses04M_script02_2_M008	why not?	q	xxx
Ses03F_impro02_M016	you can't leave your daughter alone like this.	o	sad
Ses03F_script01_1_M037	i grew up with her. okay. all these years, when i think of someone i want to be my wife i think of annie. what do you want, a diagram?	q	fru
Ses03F_script01_1_M029	i wanted to get this settled first.	s	neu
Ses02F_script03_1_M032	oh, i'll never forget his face.	s	exc
Ses03F_script01_1_M009	being dishonest with him. that kind of thing always pays off and now it's paying off.	ans	neu
Ses05M_impro07_M036	loans, scholarships, i've got a lot of scholarships- yeah, yeah. i'm i'm half native american so i get all those scholarships, too. yeah.	ans	exc
Ses03M_impro04_F024	oh i know.  but--	ag	fru
Ses03M_script01_3_M005	well the trouble is i was planning on sneaking up on you over a week or so and they take it for granted that we're all set.	s	xxx
Ses04F_impro01_F010	okay.  well, i can do that right here right now without going to the back of the line again.  see look initialed.  all done. ready to go.	s	ang
Ses01M_script01_1_M019	so it's okay then?  i'm just going to go ahead with it?	s	fru
Ses05M_impro07_F011	uh huh.  yes, seriously, for years.	ans	exc
Ses01M_impro04_F014	i just don't want you to fly off the handle.	o	neu
Ses04F_script03_1_M035	we were very much younger then.	s	xxx
Ses01M_script01_2_F004	what is going on here, joe?	ans	ang
Ses01F_script02_1_M025	yeah.  but this..this moment on the beach is like the highlight of their little lives.  all that flopping around is laying eggs or what to do spawning or mating or whatever.	o	neu
Ses01M_impro07_F002	uh huh.	b	xxx
Ses02F_impro03_M024	well--can--i mean, let me know--i want i want invitations and--	c	exc
Ses05M_script01_2_F016	just don't stop believing.	ans	xxx
Ses05F_impro05_F026	why do i need flight insurance?  why don't you guys just guarantee that you're going to get the stuff that i leave with to my destination?	q	fru
Ses01M_script02_2_F014	twice is every year we've tried that's ever.	s	ang
Ses03F_impro06_M015	i don't know if benny was smart like that but-	o	sad
Ses01M_script01_2_M002	don't look at me like that.  he didn't tell me anything he told you.	s	fru
Ses03M_impro03_M009	that's my name.	ans	xxx
Ses04F_impro04_M033	i'm trying to watch tv.	s	neu
Ses04M_impro07_M029	i'll go to basketball games.	ans	neu
Ses02F_script03_1_M013	all those futile moralists that try to make life unbearable.  laugh at them.  be flippant.  laugh at everything.  all their sacred shibboleths.	ans	neu
Ses01M_impro04_M023	i'm like a sponge i'm like soaked up with all this information for like three years i'm just dying for a job to like put it in to.	o	ang
Ses05F_impro05_F016	that's not going to cut it. like, really, i really need to get this bag back.	o	xxx
Ses01M_impro07_F005	that's amazing. they pay for everything?	q	exc
Ses03M_impro08b_F005	yeah, yeah, yeah you better be sorry.	o	ang
Ses04M_impro06_F002	i know i know there's nothing i can say that will really help, but--	o	sad
Ses03F_script01_3_F010	yeah, they would. especially your mom.	ans	xxx
Ses03F_script01_2_M011	all right. all right. calm yourself.	c	ang
Ses05F_script01_1_M033	i'll get out. i'll get married and live some place else.  maybe, maybe new york?	ans	fru
Ses02M_script01_2_F001	she's been in new york three and half years why all of a sudden-	ans	ang
Ses04F_impro03_F011	so pretty.	o	exc
Ses02F_script02_1_M041	they just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death.	s	exc
Ses02F_script02_2_F040	yeah, i noticed that.  looks pretty, doesn't it?  big ol' white moon.	o	xxx
Ses01F_script01_3_M024	i don't even know how to start.	s	sad
Ses01F_script02_2_F021	dancing barefoot in the sand.	s	fru
Ses02F_impro07_F010	you can walk somewhere and be anywhere in the country and be like, oh, yeah, i am at u.s.c.	s	exc
Ses02M_script03_2_M018	as a matter of fact, that's perfectly true.	ag	neu
Ses02M_script01_3_M023	i don't know how to start.	s	xxx
Ses05F_impro03_F039	sorry.	ap	hap
Ses05F_script01_1_M008	being dishonest with him.  it's the kind of thing that pays off and now it's paying off.	ans	sad
Ses04M_script01_1_M004	no.  i i figured the best thing was to leave him alone.	ans	xxx
Ses02F_script02_2_M034	right.	ag	neu
Ses02M_script01_3_F007	i knew they would, your mother anyway.	ag	hap
Ses02F_script01_1_F022	i ignore what i gotta ignore.  the girl is larry's girl.	s	xxx
Ses01M_script01_1_F010	what?	q	sur
Ses04F_script03_1_M017	well who knows?	ans	neu
Ses05F_script03_1_F007	yes, i shall probably do a court curtsey.	ans	exc
Ses02M_script02_2_F007	for heavens sake we are not going to see the grunions.	o	fru
Ses01M_script03_2_F037	stop it. no. go away.	c	ang
Ses05F_impro08_F012	okay.	b	neu
Ses03F_impro08_F010	sir, i'm very sorry, but this is the way it is.  this we have no control over it.  it's going to take  -but you have to be patient with us.  you can use a calling card.  we will give you a free calling card to use.	ans	neu
Ses02M_script02_1_M016	you think they can hear us talk or feel the vibrations in the sand when we move around?	q	exc
Ses02M_script03_2_M004	you must admit he was in love with you, wasn't he?	q	xxx
Ses02F_impro04_M014	or, well, no.  okay. you -[garbage]	dag	fru
Ses01F_script03_1_M028	the one where you put that tiny painted wooden snake in my bed.	ans	xxx
Ses02F_impro05_F010	because you don't seem to care very much, you know.	o	ang
Ses05M_impro06_M005	he wanted to travel, you know.  and he's so talented.  probably the most talented person i have ever met in my entire life.	o	sad
Ses05F_script03_1_M013	all the futile mortals who try to make life unbearable.  laugh at them.  be flippant.  laugh at everything, all their sacred shibboleths.  flippancy brings out the acid in their damned sweetness and light.	ans	exc
Ses03F_impro08_F024	well, ten hours worth of minutes--	ans	neu
Ses01M_script03_2_M031	that's a very good idea i think i will.	ans	ang
Ses02M_impro04_M018	i know, but i mean if that's the you know, i'm either like the worst at this or just the most unlucky person on the planet i mean this doesn't	o	fru
Ses01F_impro05_F023	because i probably know him.	s	ang
Ses04M_script01_3_M033	because nobody was changed.  it seemed to make suckers out of a lot of guys.  i felt wrong to be alive;	s	sad
